question_text,expected_answer,bloom_label,complexity_score,technology
Why should component names start with a capital letter?,Component names must start with a capital letter because React treats components starting with lowercase letters as DOM tags. This is a JSX requirement that helps React distinguish between custom components and native HTML elements.,APPLY,3.4,react
What are the advantages of React?,"React offers reusable components for modularity, Virtual DOM for better performance, strong community and ecosystem support, unidirectional data flow for predictability, easy learning curve, server-side rendering support, and excellent developer tools for debugging and development.",CREATE,5.8,react
What is the difference between React.Component and React.PureComponent?,"React.Component is the base class for class components that re-renders on every state or props change. React.PureComponent automatically implements shouldComponentUpdate with a shallow prop and state comparison, preventing unnecessary re-renders when data hasn't actually changed.",APPLY,4.6,react
What is the useReducer hook and when would you use it?,"useReducer is a React Hook that provides an alternative to useState for managing complex state logic. It's preferred when you have complex state transitions, multiple sub-values, or when the next state depends on the previous one. It accepts a reducer function and initial state, returning current state and dispatch function.",APPLY,4.2,react
What is React.StrictMode and why is it useful?,"React.StrictMode is a wrapper component that helps identify potential problems in an application by running additional checks and warnings in development mode. It helps detect unsafe lifecycles, deprecated API usage, and side effects in render methods without affecting the production build.",REMEMBER,2.8,react
What are React Error Boundaries?,"Error Boundaries are React components that catch JavaScript errors anywhere in their child component tree, log those errors, and display a fallback UI instead of crashing the entire application. They're implemented using componentDidCatch or getDerivedStateFromError lifecycle methods.",APPLY,4.2,react
What is the difference between componentDidMount and useEffect?,"componentDidMount is a class component lifecycle method that runs once after the component mounts. useEffect is a Hook that can replicate componentDidMount behavior when used with an empty dependency array, but it's more versatile as it can handle multiple lifecycle events and dependencies.",APPLY,4.6,react
What is React.memo and how does it work?,"React.memo is a higher-order component that memoizes the rendered output of a functional component. It only re-renders if its props have changed, using shallow comparison by default. You can provide a custom comparison function as the second argument for more control.",REMEMBER,2.2,react
What is the useCallback hook and when should you use it?,useCallback is a React Hook that returns a memoized version of a callback function that only changes if one of its dependencies has changed. It's useful for preventing unnecessary re-renders of child components that rely on referential equality checks.,APPLY,4.6,react
What is Server-Side Rendering (SSR) in React?,"Server-Side Rendering is the process of rendering React components on the server and sending the fully rendered HTML to the client. This improves initial page load performance, SEO, and provides better user experience, especially on slower devices or networks.",APPLY,4.7,react
What is Static Site Generation (SSG) in React?,"Static Site Generation is a method where React pages are pre-rendered at build time, generating static HTML files. This provides excellent performance, SEO benefits, and can be served from CDNs. It's ideal for content that doesn't change frequently.",REMEMBER,3.7,react
What is the difference between SSR and SSG?,"SSR (Server-Side Rendering) renders pages on-demand at request time on the server, while SSG (Static Site Generation) pre-renders pages at build time. SSR is better for dynamic content and personalization, while SSG is better for performance and content that changes infrequently.",REMEMBER,4.9,react
What is hydration in React?,"Hydration is the process of attaching event listeners and making a server-rendered React application interactive on the client side. It connects the static HTML with the React component tree, enabling client-side functionality without re-rendering the entire page.",REMEMBER,2.4,react
What is the useRef hook and its use cases?,"useRef is a React Hook that returns a mutable ref object whose .current property persists across re-renders. It's used for accessing DOM elements directly, storing mutable values that don't trigger re-renders, and maintaining references to previous values.",APPLY,3.8,react
What is the difference between useRef and useState?,"useRef returns a mutable object that persists across renders without triggering re-renders when changed. useState returns state and a setter function that triggers re-renders when the state changes. useRef is for mutable values, useState is for reactive state.",APPLY,4.6,react
What is prop drilling and how can you avoid it?,"Prop drilling is passing props through multiple component layers to reach a deeply nested component. It can be avoided using React Context API, state management libraries like Redux, or component composition patterns to reduce unnecessary prop passing.",REMEMBER,2.8,react
What is the Context API and how do you use it?,"The Context API provides a way to share values between components without explicitly passing props through every level of the tree. It consists of createContext, Provider component to supply values, and useContext hook or Consumer component to consume values.",APPLY,3.8,react
What are React lifecycle methods?,"React lifecycle methods are special methods in class components that are called at different stages of a component's existence: mounting (componentDidMount), updating (componentDidUpdate), and unmounting (componentWillUnmount). They allow you to hook into these phases to perform side effects.",REMEMBER,4.2,react
What is componentDidUpdate and its use cases?,"componentDidUpdate is a lifecycle method that runs after a component updates due to changes in props or state. It's used for DOM operations after updates, network requests based on prop changes, or updating state based on prop changes with proper comparison to avoid infinite loops.",APPLY,4.2,react
What is componentWillUnmount and its use cases?,"componentWillUnmount is a lifecycle method called just before a component is destroyed and unmounted from the DOM. It's used for cleanup activities like canceling network requests, removing event listeners, clearing timers, or unsubscribing from subscriptions to prevent memory leaks.",REMEMBER,3.2,react
What is the useLayoutEffect hook?,"useLayoutEffect is a React Hook that fires synchronously after all DOM mutations but before the browser paints. It's used for DOM measurements, synchronous DOM updates, or when you need to read layout information before the browser paints the screen.",APPLY,3.8,react
What is the difference between useEffect and useLayoutEffect?,"useEffect runs asynchronously after the render is committed to the screen, while useLayoutEffect runs synchronously after all DOM mutations but before the browser paints. useLayoutEffect is useful for DOM measurements and preventing visual flickering.",APPLY,4.6,react
What is code splitting in React?,"Code splitting is a technique to split your code into smaller chunks that can be loaded on demand. React supports code splitting through dynamic imports and React.lazy for components, reducing initial bundle size and improving application performance.",REMEMBER,3.3,react
What is React.lazy and how does it work?,"React.lazy is a function that enables dynamic importing of components, allowing you to render them as regular components but load them only when needed. It must be used with Suspense component to handle the loading state while the component is being fetched.",APPLY,4.6,react
What is React Suspense?,React Suspense is a component that allows you to handle loading states declaratively when components are being lazy-loaded or when data is being fetched. It displays a fallback UI while waiting for the suspended component or data to be ready.,REMEMBER,3.6,react
What is the difference between React.createElement and JSX?,"JSX is a syntax extension that gets transpiled to React.createElement calls. JSX provides a more readable and HTML-like syntax, while React.createElement is the underlying function that creates React elements with type, props, and children arguments.",CREATE,6.1,react
What are React Developer Tools?,"React Developer Tools are browser extensions that provide debugging capabilities for React applications. They allow you to inspect the React component tree, view props and state, profile performance, and debug hooks in development mode.",CREATE,5.8,react
What is the React Profiler?,The React Profiler is a tool that measures the performance of React applications by tracking how often components render and the cost of rendering. It helps identify performance bottlenecks and optimize component rendering behavior.,REMEMBER,3.7,react
What is React.forwardRef?,React.forwardRef is a function that allows a component to receive a ref and forward it to a child component. It's useful for accessing DOM elements in child components or when creating reusable component libraries that need ref access.,APPLY,4.2,react
What is the useImperativeHandle hook?,useImperativeHandle is a React Hook that customizes the instance value that is exposed to parent components when using ref. It allows you to control what methods or properties are accessible from the parent component through the ref.,APPLY,4.2,react
What is React.cloneElement?,React.cloneElement is a function that clones a React element and returns a new element with additional or modified props. It's useful for modifying children components or adding props to elements that are passed as children.,APPLY,4.2,react
What is the difference between React.Children.map and regular array map?,"React.Children.map is a utility that safely iterates over children props even if they're not an array, handling single children, null, or undefined. Regular array map only works on arrays and would throw errors on non-array children.",REMEMBER,3.2,react
What is defaultProps in React?,"defaultProps is a property that allows you to define default values for props in React components. If a prop is not provided by the parent component, the default value from defaultProps will be used instead.",REMEMBER,2.8,react
What is propTypes in React?,"propTypes is a type-checking feature that validates the props passed to a component. It helps catch bugs during development by ensuring props have the correct type and structure, providing warnings when prop types don't match expectations.",CREATE,5.7,react
What is React.Fragment shorthand syntax?,React.Fragment can be written using the shorthand syntax <></> which allows you to group multiple elements without adding extra DOM nodes. This empty tag syntax is cleaner and more concise than writing React.Fragment explicitly.,REMEMBER,2.8,react
What is the difference between controlled and uncontrolled inputs?,"Controlled inputs have their values controlled by React state, making React the single source of truth. Uncontrolled inputs maintain their own internal state and are accessed via refs. Controlled inputs provide better control and validation capabilities.",REMEMBER,2.8,react
What is React.createRef?,"React.createRef is a function that creates a ref object for class components. It provides a way to access DOM elements or component instances directly. In functional components, useRef is preferred over createRef.",APPLY,3.4,react
What is the difference between React development and production builds?,"Development builds include helpful warnings, error messages, and development tools for debugging. Production builds are optimized, minified, and stripped of development warnings for better performance and smaller bundle sizes.",CREATE,5.7,react
What is React Hot Reload?,"React Hot Reload is a development feature that allows you to see changes in your React components immediately without losing the current state. It updates components in real-time as you edit the code, improving development productivity.",CREATE,4.5,react
What is the purpose of displayName in React components?,"displayName is a string property used by React DevTools to identify components in the component tree. It's especially useful for higher-order components, anonymous functions, or when you want to customize how components appear in debugging tools.",REMEMBER,3.2,react
What is React.isValidElement?,"React.isValidElement is a utility function that checks whether a given value is a valid React element. It returns true if the value is a React element created by React.createElement, JSX, or React.cloneElement.",CREATE,5.3,react
What is the difference between React.Component and function components?,"React.Component is a class-based approach with lifecycle methods and built-in state management. Function components are simpler, use hooks for state and effects, have better performance, and are the preferred modern approach for React development.",APPLY,4.7,react
What is React.StrictMode's double rendering?,"React.StrictMode intentionally double-invokes functions like constructors, render methods, and state updaters in development mode to help detect side effects. This helps identify components that don't behave consistently and promotes pure function practices.",CREATE,5.7,react
What is the difference between shallow and deep comparison in React?,"Shallow comparison checks if primitive values are equal and if objects/arrays have the same reference. Deep comparison recursively checks all nested properties. React uses shallow comparison by default for performance, but deep comparison is more thorough but expensive.",APPLY,4.7,react
What is React Concurrent Mode?,"React Concurrent Mode is a set of features that help React apps stay responsive by making rendering interruptible. It allows React to pause work and prioritize more urgent updates, improving user experience for complex applications.",APPLY,3.8,react
What is the useDebugValue hook?,"useDebugValue is a React Hook that allows you to display a label for custom hooks in React DevTools. It helps with debugging by providing meaningful names and values for custom hooks, making development and debugging easier.",APPLY,3.8,react
What is React.startTransition?,"React.startTransition is a function that marks updates as non-urgent, allowing React to prioritize other updates. It's used to improve perceived performance by keeping the UI responsive during expensive operations or state updates.",APPLY,3.9,react
What is the useDeferredValue hook?,useDeferredValue is a React Hook that defers updating a value until more urgent updates have finished. It's useful for optimizing expensive renders by allowing React to prioritize user interactions over heavy computational updates.,APPLY,3.4,react
What is React.useSyncExternalStore?,useSyncExternalStore is a React Hook that allows you to subscribe to external stores like state management libraries. It ensures that the component stays in sync with external data sources and handles concurrent rendering safely.,APPLY,3.8,react
What is the difference between React.render and ReactDOM.render?,"React.render is deprecated and was used in older versions. ReactDOM.render is the current method for rendering React elements into the DOM. In React 18+, ReactDOM.createRoot with root.render is the recommended approach for new applications.",APPLY,4.2,react
What is React.createRoot?,React.createRoot is the new root API introduced in React 18 that enables concurrent features. It replaces ReactDOM.render and provides better performance with features like automatic batching and concurrent rendering capabilities.,CREATE,5.3,react
What is automatic batching in React?,"Automatic batching is a React 18 feature that groups multiple state updates into a single re-render for better performance. It works for promises, timeouts, and native event handlers, not just React event handlers like in previous versions.",REMEMBER,3.3,react
What is the difference between client-side and server-side rendering?,"Client-side rendering (CSR) renders components in the browser using JavaScript, while server-side rendering (SSR) renders components on the server and sends HTML to the client. SSR provides better SEO and initial load performance, while CSR offers more interactivity.",REMEMBER,4.9,react
What is React.unstable_batchedUpdates?,"React.unstable_batchedUpdates is a legacy API that manually batches state updates to prevent multiple re-renders. It's mostly unnecessary in React 18+ due to automatic batching, but was used in earlier versions for performance optimization.",APPLY,4.4,react
What is the difference between React.Fragment and div wrapper?,"React.Fragment groups elements without adding extra DOM nodes, while div wrapper adds an additional DOM element. Fragment is better for semantic HTML, CSS layouts, and performance as it doesn't affect the DOM structure or styling.",REMEMBER,4.1,react
What is React.Children.only?,"React.Children.only is a utility that verifies that children prop contains only one child element and returns it. If children contains more than one child or is not a valid element, it throws an error.",REMEMBER,3.2,react
What is React.Children.count?,"React.Children.count is a utility function that returns the number of components in the children prop. It safely counts children even if they're not in an array format, handling null and undefined values correctly.",REMEMBER,3.2,react
What is React.Children.toArray?,"React.Children.toArray is a utility that converts the children prop to a flat array, assigning keys to each child. It's useful when you need to manipulate children as an array, such as sorting or filtering them.",APPLY,3.8,react
What is the difference between React.createElement and JSX transpilation?,"JSX is syntactic sugar that gets transpiled to React.createElement calls by tools like Babel. JSX provides a more readable, HTML-like syntax, while React.createElement is the underlying function that actually creates React elements with explicit parameters.",CREATE,6.1,react
What is React.version?,"React.version is a string property that contains the version number of the React library being used. It's useful for debugging, logging, or conditional logic based on React version in development tools or libraries.",APPLY,3.4,react
What is the difference between React.render and hydrate?,"React.render creates a new React tree and replaces the target DOM node. hydrate is used for server-side rendered content, attaching event listeners to existing HTML without replacing it. hydrate is more efficient for SSR applications.",REMEMBER,3.2,react
What is React.unstable_act?,React.unstable_act is a testing utility that ensures all updates triggered by its callback are processed before continuing. It's used in testing to make sure all state updates and effects are completed before making assertions.,APPLY,3.8,react
What is the difference between React.render and createPortal?,"React.render mounts a component tree to a DOM node, while createPortal renders children into a different DOM node while maintaining the React tree hierarchy. Portals are useful for modals, tooltips, and overlays that need to escape their parent container.",APPLY,4.6,react
What is React.lazy loading and its benefits?,"React.lazy loading allows components to be loaded dynamically only when needed, reducing initial bundle size. Benefits include faster initial page loads, better performance, reduced bandwidth usage, and improved user experience, especially for large applications.",APPLY,4.7,react
What is the difference between React.memo and useMemo?,"React.memo is a higher-order component that memoizes the entire component based on props. useMemo is a hook that memoizes a computed value based on dependencies. React.memo prevents re-renders, while useMemo prevents expensive calculations.",APPLY,4.6,react
What is React.Suspense boundary?,"React.Suspense boundary is a component that catches suspense from lazy-loaded components or data fetching and displays a fallback UI. It creates a boundary where loading states are handled declaratively, improving user experience during async operations.",APPLY,3.8,react
What is the difference between React.Component and React.PureComponent performance?,"React.Component always re-renders when parent re-renders, regardless of prop changes. React.PureComponent implements shallow comparison in shouldComponentUpdate, only re-rendering when props or state actually change, providing better performance for components with stable props.",APPLY,5.1,react
What is React.createContext default value?,"React.createContext accepts a default value that's used when a component doesn't have a matching Provider above it in the tree. This default value is only used when there's no Provider, not when Provider has undefined value.",REMEMBER,2.4,react
What is React.useId hook?,"React.useId is a hook that generates unique IDs for accessibility attributes. It ensures that IDs are stable across server and client rendering, preventing hydration mismatches. It's useful for connecting form labels with inputs and other accessibility needs.",APPLY,3.8,react
What is React.useInsertionEffect hook?,"React.useInsertionEffect is a hook that fires before DOM mutations, similar to useLayoutEffect but runs earlier. It's primarily intended for CSS-in-JS libraries to inject styles before the browser paints, ensuring proper styling without flickering.",APPLY,3.4,react
What is React.useTransition hook?,React.useTransition is a hook that marks state updates as non-urgent transitions. It returns a boolean indicating if a transition is pending and a startTransition function. This helps keep the UI responsive during expensive state updates.,APPLY,3.8,react
What is the difference between React.StrictMode and production mode?,"React.StrictMode is development-only and adds extra checks, warnings, and double-invocations to help detect problems. Production mode removes all development warnings and optimizations, resulting in smaller bundle sizes and better performance.",CREATE,6.2,react
What is React.flushSync?,"React.flushSync is a function that forces React to flush updates synchronously, bypassing automatic batching. It should be used sparingly as it can hurt performance, but it's useful when you need DOM updates to be applied immediately.",APPLY,4.3,react
What is the difference between React 17 and React 18?,"React 18 introduces concurrent features like automatic batching, Suspense improvements, new hooks (useId, useTransition, useDeferredValue), React.createRoot API, and better server-side rendering support. React 17 was mainly a stepping stone release with minimal new features.",APPLY,4.6,react
What is React.unstable_Profiler?,React.unstable_Profiler is a component that measures the performance of React components. It provides information about render times and can be used programmatically to collect performance metrics in production applications.,APPLY,3.8,react
What is React.unstable_DebugTracingMode?,React.unstable_DebugTracingMode is a development tool that provides detailed information about component updates and renders. It helps developers understand why components are re-rendering and track performance issues during development.,CREATE,5.3,react
What is React.unstable_LegacyHidden?,"React.unstable_LegacyHidden is a component that can hide its children without unmounting them, preserving their state. It's used internally by React for concurrent features and helps optimize performance by keeping components alive but hidden.",APPLY,4.3,react
What is React.unstable_ScopeApi?,"React.unstable_ScopeApi is an experimental API that allows components to collect information about their descendants. It's used for advanced use cases like focus management, accessibility features, and custom component behaviors.",APPLY,3.3,react
What is React.unstable_useOpaqueIdentifier?,React.unstable_useOpaqueIdentifier was an experimental hook for generating unique identifiers that work consistently across server and client rendering. It has been replaced by the stable useId hook in React 18.,APPLY,3.7,react
What is React.unstable_createMutableSource?,React.unstable_createMutableSource was an experimental API for safely reading from mutable external sources in concurrent mode. It has been replaced by useSyncExternalStore hook in React 18 for better concurrent rendering support.,APPLY,2.9,react
What is React.unstable_useMutableSource?,React.unstable_useMutableSource was an experimental hook for subscribing to mutable external sources in a way that's safe with concurrent rendering. It has been superseded by useSyncExternalStore in React 18.,APPLY,2.9,react
What is React.unstable_createEventHandle?,"React.unstable_createEventHandle is an experimental API for creating custom event handlers that work with React's event system. It allows for more efficient event handling in specific scenarios, particularly for libraries and advanced use cases.",APPLY,4.2,react
What is React.unstable_useEventHandle?,React.unstable_useEventHandle is an experimental hook that works with unstable_createEventHandle to attach custom event handlers to elements. It provides fine-grained control over event handling for performance-critical applications.,APPLY,3.8,react
What is React.unstable_runWithPriority?,React.unstable_runWithPriority is an experimental API that allows running callbacks with specific priority levels. It's used internally by React for scheduling updates and can be used for advanced scheduling scenarios.,APPLY,3.7,react
What is React.unstable_getCurrentPriority?,React.unstable_getCurrentPriority is an experimental API that returns the current priority level of the React scheduler. It's used for advanced scheduling scenarios and debugging priority-related issues.,APPLY,3.3,react
What is React.unstable_next?,React.unstable_next is an experimental API that schedules a callback to run after the current priority level. It's used for advanced scheduling scenarios where you need to defer work to a lower priority.,APPLY,3.4,react
What is React.unstable_scheduleCallback?,React.unstable_scheduleCallback is an experimental API that schedules a callback to run at a specific priority level. It's part of React's internal scheduler and can be used for advanced scheduling and performance optimization.,APPLY,5.2,react
What is React.unstable_cancelCallback?,React.unstable_cancelCallback is an experimental API that cancels a previously scheduled callback. It works with unstable_scheduleCallback to provide fine-grained control over scheduled work and can help prevent unnecessary computations.,REMEMBER,2.3,react
What is React.unstable_wrapCallback?,"React.unstable_wrapCallback is an experimental API that wraps a callback to preserve the current priority context. It ensures that the callback runs with the same priority as when it was created, maintaining consistent scheduling behavior.",CREATE,5.3,react
What is React.unstable_requestPaint?,React.unstable_requestPaint is an experimental API that requests a paint operation from the browser. It's used internally by React for optimizing rendering performance and can be used for advanced rendering scenarios.,APPLY,3.8,react
What is React.unstable_continueExecution?,React.unstable_continueExecution is an experimental API that continues paused work in the React scheduler. It's used for advanced scheduling scenarios where you need to manually control the execution flow of scheduled work.,APPLY,3.4,react
What is React.unstable_pauseExecution?,"React.unstable_pauseExecution is an experimental API that pauses execution in the React scheduler. It allows for manual control over when work should be paused and resumed, useful for advanced scheduling scenarios.",APPLY,3.7,react
What is React.unstable_getFirstCallbackNode?,React.unstable_getFirstCallbackNode is an experimental API that returns the first callback node in the scheduler queue. It's used for advanced scheduling scenarios and debugging scheduled work.,APPLY,3.3,react
What is React.unstable_forceFrameRate?,React.unstable_forceFrameRate is an experimental API that forces a specific frame rate for the React scheduler. It's used for testing and debugging performance issues related to frame rates and scheduling.,APPLY,4.2,react
What is React.unstable_shouldYield?,React.unstable_shouldYield is an experimental API that indicates whether React should yield control back to the browser. It's used internally by React for cooperative scheduling and can be used for advanced performance optimizations.,APPLY,4.8,react
What is React.unstable_requestIdleCallback?,React.unstable_requestIdleCallback is an experimental API that schedules work to run during idle periods. It's used for non-urgent tasks that should only run when the browser is not busy with other work.,APPLY,3.8,react
What is React.unstable_cancelIdleCallback?,React.unstable_cancelIdleCallback is an experimental API that cancels a previously scheduled idle callback. It works with unstable_requestIdleCallback to provide control over idle-time work execution.,REMEMBER,1.9,react
What is React.unstable_now?,"React.unstable_now is an experimental API that returns the current time in milliseconds, similar to performance.now(). It's used internally by React's scheduler for timing-related calculations and performance measurements.",APPLY,4.0,react
What is React.unstable_IdlePriority?,"React.unstable_IdlePriority is an experimental constant representing the lowest priority level in React's scheduler. Work scheduled with idle priority only runs when there's no other work to do, making it suitable for non-critical tasks.",REMEMBER,2.8,react
What is React.unstable_ImmediatePriority?,"React.unstable_ImmediatePriority is an experimental constant representing the highest priority level in React's scheduler. Work scheduled with immediate priority runs synchronously and blocks other work, reserved for critical updates.",REMEMBER,2.3,react
What is React.unstable_UserBlockingPriority?,"React.unstable_UserBlockingPriority is an experimental constant representing a high priority level for user interactions. It's used for updates that should run quickly to maintain responsive user interfaces, such as input handling.",APPLY,3.8,react
What is React.unstable_NormalPriority?,"React.unstable_NormalPriority is an experimental constant representing the default priority level in React's scheduler. Most updates run at normal priority, providing a balance between responsiveness and performance.",REMEMBER,2.8,react
What is React.unstable_LowPriority?,"React.unstable_LowPriority is an experimental constant representing a low priority level in React's scheduler. Work scheduled with low priority runs after higher priority work, suitable for less urgent updates like analytics or logging.",REMEMBER,2.4,react
What is React DevTools Profiler and its features?,"React DevTools Profiler is a performance profiling tool that records component render times, identifies performance bottlenecks, and visualizes component interactions. It provides flame graphs, ranked charts, and detailed timing information for optimization.",REMEMBER,4.2,react
What is React DevTools Components tab functionality?,"React DevTools Components tab allows you to inspect the React component tree, view and edit props and state, search for components, and navigate the component hierarchy. It provides a live view of your application's React structure.",REMEMBER,2.8,react
What is React.createElement signature and parameters?,"React.createElement takes three parameters: type (string for DOM elements or component reference), props (object with properties), and children (remaining arguments). It returns a React element that represents the component or DOM node.",CREATE,6.3,react
What is React.cloneElement use cases and examples?,"React.cloneElement is used to modify children components by adding props, changing props, or wrapping functionality. Common use cases include adding event handlers to children, injecting props, or creating higher-order component patterns.",APPLY,4.2,react
What is React.isValidElement use cases and validation?,"React.isValidElement is used to validate if a value is a React element before processing it. It's useful in component libraries, conditional rendering, and when working with children props to ensure type safety.",APPLY,4.6,react
What is React.Children.forEach and its differences from map?,"React.Children.forEach iterates over children without returning a new array, while React.Children.map returns a new array of elements. forEach is used for side effects, while map is used for transforming children elements.",APPLY,4.6,react
What is React component composition vs inheritance?,"React favors composition over inheritance for code reuse. Composition uses props and children to build components, while inheritance extends classes. Composition is more flexible, testable, and aligns with React's component-based architecture.",APPLY,5.2,react
What is React render props pattern?,"Render props is a pattern where a component receives a function as a prop that returns React elements. This function is called in the component's render method, allowing for dynamic composition and sharing of component logic.",REMEMBER,2.8,react
What is React compound components pattern?,"Compound components is a pattern where multiple components work together to form a complete UI. They share state and communicate through React context or props, creating a flexible and reusable component system like tabs or accordions.",REMEMBER,2.8,react
What is React provider pattern implementation?,"Provider pattern uses React Context to provide data to components without prop drilling. It involves creating a context, wrapping components with a Provider, and consuming the context in child components using useContext or Consumer.",APPLY,3.8,react
What is React custom hooks best practices?,"Custom hooks should start with 'use', return consistent values, handle cleanup, follow single responsibility principle, and be reusable. They should abstract complex logic, manage side effects, and provide clear interfaces for component consumption.",APPLY,4.3,react
What is React error handling best practices?,"Error handling best practices include using Error Boundaries for catching errors, implementing fallback UIs, logging errors for debugging, using try-catch in async operations, and providing meaningful error messages to users.",APPLY,3.3,react
What is React testing best practices and strategies?,"Testing best practices include testing user interactions over implementation details, using React Testing Library, writing integration tests, mocking external dependencies, testing error states, and maintaining good test coverage.",APPLY,3.3,react
What is React performance optimization checklist?,"Performance optimization includes using React.memo, useMemo, useCallback for expensive operations, implementing code splitting, optimizing images, avoiding unnecessary re-renders, using proper keys, and profiling with React DevTools.",APPLY,4.3,react
What is React accessibility (a11y) best practices?,"Accessibility best practices include using semantic HTML, providing alt text for images, implementing proper focus management, using ARIA attributes, ensuring keyboard navigation, maintaining color contrast, and testing with screen readers.",APPLY,3.7,react
What is React security best practices?,"Security best practices include sanitizing user input, avoiding dangerouslySetInnerHTML, implementing proper authentication, using HTTPS, validating props, protecting against XSS attacks, and keeping dependencies updated.",APPLY,2.9,react
What is React bundle optimization techniques?,"Bundle optimization includes code splitting with React.lazy, tree shaking, minification, compression, analyzing bundle size, removing unused code, lazy loading components, and using CDN for assets.",APPLY,4.2,react
What is React TypeScript integration benefits?,"TypeScript integration provides static type checking, better IDE support, improved refactoring, compile-time error detection, better documentation through types, and enhanced development experience with autocompletion and type inference.",CREATE,5.3,react
What is React deployment best practices?,"Deployment best practices include building for production, enabling compression, setting up proper caching headers, using CDN, implementing CI/CD pipelines, monitoring performance, setting up error tracking, and ensuring environment-specific configurations.",APPLY,4.2,react
What is React micro-frontends architecture?,"Micro-frontends architecture breaks down React applications into smaller, independently deployable frontend applications. Each micro-frontend can be developed, tested, and deployed separately, promoting team autonomy and technology diversity.",CREATE,4.9,react
What is React state management comparison?,"State management solutions include useState/useReducer for local state, Context API for simple global state, Redux for complex applications, Zustand for lightweight state, and Recoil for atomic state management. Choice depends on complexity and requirements.",APPLY,3.8,react
What is React Server Components (RSC)?,"React Server Components are a new feature that allows components to render on the server, reducing bundle size and improving performance. They can access server-only resources and stream content to the client progressively.",REMEMBER,3.7,react
What is React streaming and progressive enhancement?,"React streaming allows sending HTML to the client progressively as it's generated, improving perceived performance. Progressive enhancement ensures the app works without JavaScript and enhances functionality when JavaScript loads.",CREATE,5.7,react
What is React concurrent rendering benefits?,"Concurrent rendering allows React to interrupt and resume work, prioritize urgent updates, and keep the UI responsive. It enables features like time slicing, prioritized updates, and better user experience during heavy computations.",APPLY,3.8,react
What is React edge runtime compatibility?,"React edge runtime compatibility ensures React applications can run on edge computing platforms like Vercel Edge Functions, Cloudflare Workers, and AWS Lambda@Edge. This requires careful consideration of runtime limitations and API availability.",REMEMBER,3.3,react
What is React hydration mismatch debugging?,"Hydration mismatch occurs when server-rendered HTML differs from client-rendered content. Debugging involves identifying differences in content, props, or component structure between server and client, often caused by dynamic content or browser-specific code.",REMEMBER,3.6,react
What is React performance monitoring tools?,"Performance monitoring tools include React DevTools Profiler, Chrome DevTools, Web Vitals, Lighthouse, bundle analyzers, and performance monitoring services. These tools help identify bottlenecks, measure metrics, and optimize application performance.",REMEMBER,3.2,react
What is React component testing strategies?,"Component testing strategies include unit testing individual components, integration testing component interactions, snapshot testing for UI regression, accessibility testing, and end-to-end testing for complete user flows.",APPLY,3.3,react
What is React migration strategies for legacy code?,"Migration strategies include incremental adoption, creating wrapper components, using React in existing applications, gradually converting components, maintaining backward compatibility, and implementing proper testing throughout the migration process.",APPLY,3.3,react
What is React code organization and folder structure?,"Code organization includes feature-based folders, component co-location, separating concerns, consistent naming conventions, index files for clean imports, and organizing by domain or functionality rather than file type.",REMEMBER,2.3,react
What is React build optimization and tooling?,"Build optimization includes using modern bundlers like Webpack or Vite, implementing tree shaking, code splitting, minification, source maps, and optimizing assets. Tooling includes linting, formatting, and development servers.",APPLY,4.2,react
What is React progressive web app (PWA) integration?,"PWA integration includes service workers for offline functionality, web app manifest for installation, caching strategies, push notifications, and responsive design. React apps can be enhanced with PWA features for native-like experiences.",CREATE,6.1,react
What is React internationalization (i18n) implementation?,"Internationalization includes text extraction, translation management, locale-specific formatting, right-to-left language support, date and number formatting, and dynamic locale switching. Libraries like react-i18next help implement i18n features.",APPLY,4.1,react
What is React animation and transition best practices?,"Animation best practices include using CSS transitions for simple animations, libraries like Framer Motion for complex animations, optimizing performance with transform and opacity, providing reduced motion options, and ensuring accessibility.",REMEMBER,2.8,react
What is React form handling and validation strategies?,"Form handling strategies include controlled components, form libraries like Formik or React Hook Form, validation schemas, error handling, field-level validation, and accessibility considerations for form inputs and error messages.",REMEMBER,2.3,react
What is React data fetching patterns and libraries?,"Data fetching patterns include using useEffect for basic fetching, libraries like React Query or SWR for caching and synchronization, GraphQL with Apollo or Relay, and handling loading states, errors, and optimistic updates.",APPLY,4.3,react
What is React mobile development considerations?,"Mobile considerations include responsive design, touch interactions, performance optimization for slower devices, battery usage, network connectivity handling, viewport meta tags, and testing on various screen sizes and devices.",CREATE,5.8,react
What is React.experimental_use hook?,React.experimental_use is an experimental hook that allows you to read the value of a Promise or Context directly in the render function. It enables suspense-like behavior for data fetching and simplifies asynchronous data handling in components.,APPLY,4.2,react
What is React component lazy loading with dynamic imports?,Component lazy loading uses dynamic imports with React.lazy() to split code and load components only when needed. This reduces initial bundle size and improves application startup performance by deferring non-critical component loading.,APPLY,4.9,react
What is React.experimental_Offscreen?,"React.experimental_Offscreen is an experimental component that can hide content without unmounting it, preserving component state and DOM nodes. It's useful for tabbed interfaces, virtualization, and performance optimization scenarios.",APPLY,4.8,react
What is React time slicing and its benefits?,Time slicing allows React to break up long-running work into smaller chunks and yield control back to the browser between chunks. This keeps the UI responsive during heavy computations and prevents blocking the main thread.,REMEMBER,2.8,react
What is React.experimental_Cache?,React.experimental_Cache is an experimental component that provides a cache boundary for memoizing expensive computations or data fetching operations. It works with Server Components and helps optimize performance by caching results.,REMEMBER,2.8,react
